id, property
475 , http://dbpedia.org/ontology/Galaxy/apoapsis
476 , http://dbpedia.org/ontology/Galaxy/averageSpeed
477 , http://dbpedia.org/ontology/Galaxy/density
478 , http://dbpedia.org/ontology/Galaxy/mass
479 , http://dbpedia.org/ontology/Galaxy/maximumTemperature
480 , http://dbpedia.org/ontology/Galaxy/meanRadius
481 , http://dbpedia.org/ontology/Galaxy/meanTemperature
482 , http://dbpedia.org/ontology/Galaxy/minimumTemperature
483 , http://dbpedia.org/ontology/Galaxy/orbitalPeriod
484 , http://dbpedia.org/ontology/Galaxy/periapsis
485 , http://dbpedia.org/ontology/Galaxy/surfaceArea
486 , http://dbpedia.org/ontology/Galaxy/temperature
487 , http://dbpedia.org/ontology/Galaxy/volume
488 , http://dbpedia.org/ontology/GeopoliticalOrganisation/areaMetro
489 , http://dbpedia.org/ontology/GeopoliticalOrganisation/populationDensity
490 , http://dbpedia.org/ontology/GrandPrix/course
491 , http://dbpedia.org/ontology/GrandPrix/distance
492 , http://dbpedia.org/ontology/GrandPrix/distanceLaps
493 , http://dbpedia.org/ontology/GrandPrix/fastestDriver
494 , http://dbpedia.org/ontology/GrandPrix/fastestDriverCountry
495 , http://dbpedia.org/ontology/GrandPrix/fastestDriverTeam
496 , http://dbpedia.org/ontology/GrandPrix/firstDriver
497 , http://dbpedia.org/ontology/GrandPrix/firstDriverCountry
498 , http://dbpedia.org/ontology/GrandPrix/firstDriverTeam
499 , http://dbpedia.org/ontology/GrandPrix/poleDriver
500 , http://dbpedia.org/ontology/GrandPrix/poleDriverCountry
501 , http://dbpedia.org/ontology/GrandPrix/poleDriverTeam
502 , http://dbpedia.org/ontology/GrandPrix/secondDriver
503 , http://dbpedia.org/ontology/GrandPrix/secondDriverCountry
504 , http://dbpedia.org/ontology/GrandPrix/secondTeam
505 , http://dbpedia.org/ontology/GrandPrix/thirdDriver
506 , http://dbpedia.org/ontology/GrandPrix/thirdDriverCountry
