Infobox_settlement,elevation_ft,Ficha_de_entidad_subnacional,población,dbo:elevation,dbo:populationTotal,Correctly different mappings,,dbo:AdministrativeRegion,dbo:Place,,xsd:double,xsd:nonNegativeInteger,0.0006,0.8908,0.982,0,36512,21,32526,35853,0,36512,36512
Infobox_Scottish_island,highest_elevation,Ficha_de_isla,altitud,dbo:maximumElevation,dbo:elevation,Correctly different mappings,dbo:Island,dbo:Island,dbo:Place,dbo:Place,xsd:double,xsd:double,1,0,0,0,21,21,0,0,0,21,21
Infobox_rail_line,linelength,Ficha_de_transporte_público,longitud,dbo:lineLength,dbo:length,Correct - Can be specialized,dbo:RailwayLine,dbo:MeanOfTransportation,dbo:RouteOfTransportation,,xsd:double,xsd:double,0.38,0.26,0,0,50,19,13,0,0,50,50
Infobox_Station,code,Ficha_de_estación,código,dbo:agencyStationCode,dbo:code,Correct - Can be specialized,,dbo:Station,dbo:Station,,xsd:string,xsd:string,0.95,0.05,0,0,20,19,1,0,0,20,20
Infobox_Olympics_Canada,bronze,Ficha_de_país_en_los_Juegos_Olímpicos,oro,dbo:numberOfBronzeMedalsWon,dbo:numberOfGoldMedalsWon,Correctly different mappings,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.3778,0.6222,0.6222,0.6444,45,17,28,28,29,45,45
Infobox_color,c,Ficha_de_color,k,dbo:cmykCoordinateCyanic,dbo:cmykCoordinateBlack,Correctly different mappings,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.3617,0.6383,0.766,0.7234,47,17,30,36,34,47,47
Infobox_settlement,population_density_sq_mi,Ficha_de_entidad_subnacional,población,dbo:populationDensity,dbo:populationTotal,Correctly different mappings,,dbo:AdministrativeRegion,dbo:PopulatedPlace,,xsd:double,xsd:nonNegativeInteger,0.0005,0.7916,0.9978,0,30256,16,23950,30188,0,30256,30256
Infobox_Olympics_Canada,gold,Ficha_de_país_en_los_Juegos_Olímpicos,bronce,dbo:numberOfGoldMedalsWon,dbo:numberOfBronzeMedalsWon,Correctly different mappings,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.3556,0.6444,0.6222,0.6444,45,16,29,28,29,45,45
Infobox_non-profit,founded_date,Ficha_de_organización,fundación,dbo:foundingYear,dbo:formationYear,Wrong Mapping - Ontology Issue,dbo:Non-ProfitOrganisation,dbo:Organisation,,dbo:Organisation,xsd:gYear,xsd:gYear,0.8,0.2,0,0,20,16,4,0,0,20,20
Infobox_station,ADA,Ficha_de_estación,pasajeros,dbo:isHandicappedAccessible,dbo:passengersPerYear,Correctly different mappings,dbo:Station,dbo:Station,dbo:Station,dbo:Infrastructure,xsd:boolean,xsd:nonNegativeInteger,0.0805,0.9483,0.908,0,174,14,165,158,0,174,174
Infobox_road,length_mi,Ficha_de_vía_de_transporte,largo,dbo:length,dbo:lineLength,Correct - Can be specialized,dbo:Road,dbo:RouteOfTransportation,,dbo:RouteOfTransportation,xsd:double,xsd:double,0.0133,0.8382,0,0,1051,14,881,0,0,1051,1051
Infobox_settlement,postal_code,Ficha_de_entidad_subnacional,prefijo_telefónico_nombre,dbo:postalCode,dbo:areaCode,Correctly different mappings,,dbo:AdministrativeRegion,,dbo:Place,xsd:string,xsd:string,0.0005,0.8723,0.9179,0.8453,26085,14,22755,23943,22050,26085,26085
Infobox_color,b,Ficha_de_color,b,dbo:rgbCoordinateBlue,dbo:rgbCoordinateGreen,Wrong Mapping - Mapping Issue,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.2203,0.7797,0.9153,0.9661,59,13,46,54,57,59,59
Infobox_color,k,Ficha_de_color,c,dbo:cmykCoordinateBlack,dbo:cmykCoordinateCyanic,Correctly different mappings,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:integer,xsd:integer,0.2766,0.7234,0.766,0.7234,47,13,34,36,34,47,47
Infobox_color,g,Ficha_de_color,g,dbo:rgbCoordinateGreen,dbo:rgbCoordinateBlue,Wrong Mapping - Mapping Issue,dbo:Colour,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.2203,0.7797,0.9153,0.9661,59,13,46,54,57,59,59
Infobox_Olympics_Switzerland,bronze,Ficha_de_país_en_los_Juegos_Olímpicos,oro,dbo:numberOfBronzeMedalsWon,dbo:numberOfGoldMedalsWon,Correctly different mappings,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.2667,0.7333,0.7333,0.7333,45,12,33,33,33,45,45
Infobox_Olympics_Belgium,gold,Ficha_de_país_en_los_Juegos_Olímpicos,plata,dbo:numberOfGoldMedalsWon,dbo:numberOfSilverMedalsWon,Correctly different mappings,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.4444,0.5556,0.5556,0.5556,27,12,15,15,15,27,27
