dbo:director,dbo:producer,dbo:Film,dbo:Film,dbo:Film,dbo:Work,dbo:Person,dbo:Agent,
dbo:birthPlace,dbo:nationality,dbo:Writer,dbo:Writer,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:country,dbo:birthPlace,dbo:OfficeHolder,dbo:Politician,,dbo:Person,dbo:Country,dbo:Place,
dbo:successor,dbo:child,dbo:Monarch,dbo:BritishRoyalty,,dbo:Person,,dbo:Person,
dbo:isPartOf,dbo:province,,dbo:AdministrativeRegion,,dbo:Place,,dbo:Province,
dbo:hometown,dbo:ethnicity,,dbo:Artist,dbo:Agent,dbo:Person,dbo:Settlement,dbo:EthnicGroup,
dbo:city,dbo:location,dbo:University,dbo:University,,,dbo:City,dbo:Place,
dbo:field,dbo:knownFor,,dbo:Artist,dbo:Artist,,,,
dbo:artist,dbo:producer,dbo:Album,dbo:Album,dbo:MusicalWork,dbo:Work,dbo:Agent,dbo:Agent,
dbo:country,dbo:location,dbo:University,dbo:University,,,dbo:Country,dbo:Place,
dbo:producer,dbo:starring,dbo:Film,,dbo:Work,dbo:Work,dbo:Agent,dbo:Actor,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:deathPlace,dbo:birthPlace,dbo:Person,dbo:Artist,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:producer,dbo:artist,dbo:Album,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Agent,dbo:Agent,
dbo:deathPlace,dbo:nationality,dbo:Writer,dbo:Writer,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:isPartOf,dbo:country,,dbo:City,,,,dbo:Country,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:director,dbo:starring,dbo:Film,,dbo:Film,dbo:Work,dbo:Person,dbo:Actor,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:producer,dbo:director,dbo:Film,dbo:Film,dbo:Work,dbo:Film,dbo:Agent,dbo:Person,
dbo:isPartOf,dbo:region,,dbo:City,,,,dbo:Place,
dbo:locationCountry,dbo:location,,,,,dbo:Country,dbo:Place,
dbo:origin,dbo:sourceConfluence,dbo:River,dbo:River,,dbo:River,dbo:PopulatedPlace,,
dbo:city,dbo:location,,dbo:RadioStation,,,dbo:City,dbo:Place,
dbo:author,dbo:painter,,dbo:Painting,dbo:Work,dbo:Artwork,dbo:Person,dbo:Person,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:president,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,dbo:Organisation,,dbo:Person,,
dbo:politicalPartyOfLeader,dbo:politicalPartyInLegislature,dbo:Legislature,dbo:Legislature,dbo:Legislature,dbo:Legislature,dbo:PoliticalParty,dbo:PoliticalParty,
dbo:genre,dbo:movement,,dbo:Artist,,dbo:Artist,dbo:Genre,,
dbo:literaryGenre,dbo:genre,dbo:Book,dbo:Book,dbo:WrittenWork,,,dbo:Genre,
dbo:location,dbo:archipelago,dbo:Island,dbo:Island,,dbo:Island,dbo:Place,,
dbo:territory,dbo:place,dbo:MilitaryConflict,,dbo:MilitaryConflict,dbo:AdministrativeRegion,dbo:MilitaryConflict,dbo:PopulatedPlace,19
dbo:musicalArtist,dbo:artist,dbo:Single,dbo:Album,dbo:Single,dbo:MusicalWork,dbo:MusicalArtist,dbo:Agent,
dbo:musicalBand,dbo:artist,dbo:Single,dbo:Album,dbo:Single,dbo:MusicalWork,dbo:Band,dbo:Agent,
dbo:isPartOf,dbo:archipelago,,dbo:Island,,dbo:Island,,,
dbo:hometown,dbo:nationality,,dbo:Artist,dbo:Agent,dbo:Person,dbo:Settlement,dbo:Country,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:birthPlace,dbo:deathPlace,dbo:Person,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:predecessor,dbo:president,dbo:OfficeHolder,dbo:Politician,,dbo:Organisation,,dbo:Person,
dbo:deathPlace,dbo:birthPlace,dbo:OfficeHolder,dbo:Politician,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:nationality,dbo:birthPlace,dbo:BasketballPlayer,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:position,dbo:sportSpecialty,dbo:BasketballPlayer,dbo:BasketballPlayer,,dbo:Athlete,,dbo:Sport,
dbo:nationality,dbo:ethnicity,dbo:BasketballPlayer,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Country,dbo:EthnicGroup,
dbo:parent,dbo:predecessor,dbo:Royalty,dbo:BritishRoyalty,dbo:Person,,dbo:Person,,
dbo:deathPlace,dbo:birthPlace,dbo:Person,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:restingPlace,dbo:deathPlace,dbo:Royalty,dbo:BritishRoyalty,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
rdfs:seeAlso,dbo:birthPlace,owl:Thing,dbo:Politician,,dbo:Person,,dbo:Place,
rdfs:seeAlso,dbo:country,owl:Thing,,,,,dbo:Country,
dbo:nearestCity,dbo:city,dbo:Lake,dbo:Lake,dbo:Place,,dbo:PopulatedPlace,dbo:City,
dbo:city,dbo:location,,dbo:University,,,dbo:City,dbo:Place,
