dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:producer,dbo:musicComposer,dbo:Single,dbo:Single,dbo:Work,dbo:Work,dbo:Agent,dbo:MusicalArtist,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:country,dbo:locationCountry,dbo:SoccerTournament,dbo:SoccerTournament,,,dbo:Country,dbo:Country,
dbo:birthPlace,dbo:personFunction,dbo:Noble,,dbo:Person,dbo:Person,dbo:Place,dbo:PersonFunction,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:trainer,dbo:club,dbo:Athlete,dbo:SoccerPlayer,dbo:Athlete,dbo:Athlete,dbo:Person,dbo:SportsTeam,
dbo:spouse,dbo:successor,dbo:Noble,,dbo:Person,,dbo:Person,,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:director,dbo:musicComposer,dbo:Film,dbo:Film,dbo:Film,dbo:Work,dbo:Person,dbo:MusicalArtist,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:country,dbo:birthPlace,dbo:Scientist,dbo:Person,,dbo:Person,dbo:Country,dbo:Place,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:spouse,dbo:personFunction,dbo:Noble,,dbo:Person,dbo:Person,dbo:Person,dbo:PersonFunction,
dbo:producer,dbo:gameArtist,dbo:VideoGame,dbo:VideoGame,dbo:Work,dbo:VideoGame,dbo:Agent,dbo:Person,
dbo:nationality,dbo:deathPlace,dbo:MotorsportRacer,dbo:Person,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:producer,dbo:recordLabel,dbo:Single,dbo:Single,dbo:Work,,dbo:Agent,dbo:RecordLabel,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:picture,dbo:county,dbo:AdministrativeRegion,dbo:Settlement,,,,dbo:PopulatedPlace,
dbo:writer,dbo:recordLabel,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:RecordLabel,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:Skier,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:director,dbo:writer,dbo:Film,dbo:Film,dbo:Film,dbo:Work,dbo:Person,dbo:Person,
dbo:creator,dbo:openingTheme,dbo:TelevisionShow,dbo:TelevisionShow,,dbo:TelevisionShow,dbo:Agent,dbo:Work,
dbo:musicComposer,dbo:editing,dbo:Film,dbo:Film,dbo:Work,dbo:Film,dbo:MusicalArtist,dbo:Person,
dbo:event,dbo:owner,dbo:Stadium,dbo:Stadium,,,dbo:Event,dbo:Agent,
dbo:regionServed,dbo:locationCity,dbo:Organisation,dbo:Company,dbo:Organisation,dbo:Organisation,dbo:Place,dbo:City,
dbo:regionServed,dbo:locationCountry,dbo:Organisation,dbo:Company,dbo:Organisation,,dbo:Place,dbo:Country,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:bandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:writer,dbo:recordLabel,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:RecordLabel,
dbo:writer,dbo:instrument,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Artist,dbo:Person,dbo:Instrument,
dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:voice,dbo:channel,dbo:TelevisionShow,dbo:TelevisionShow,,,dbo:Person,dbo:Broadcaster,
dbo:successor,dbo:predecessor,dbo:President,dbo:Person,,,,,
dbo:education,dbo:birthPlace,dbo:Person,dbo:Person,dbo:Person,dbo:Person,,dbo:Place,
dbo:director,dbo:producer,dbo:Film,dbo:Film,dbo:Film,dbo:Work,dbo:Person,dbo:Agent,
dbo:country,dbo:deathPlace,dbo:Scientist,dbo:Person,,dbo:Person,dbo:Country,dbo:Place,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:province,dbo:country,dbo:Municipality,dbo:City,dbo:Place,,dbo:Province,dbo:Country,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:languageRegulator,dbo:spokenIn,dbo:Language,dbo:Language,,dbo:Language,dbo:Language,dbo:PopulatedPlace,
dbo:campus,dbo:locationCity,dbo:University,dbo:University,dbo:University,dbo:Organisation,,dbo:City,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:locationCountry,dbo:locationCity,dbo:Organisation,dbo:Company,,dbo:Organisation,dbo:Country,dbo:City,
dbo:sport,dbo:athleticsDiscipline,dbo:Athlete,dbo:Athlete,,dbo:Athlete,dbo:Sport,dbo:Athletics,
dbo:province,dbo:region,dbo:Municipality,dbo:City,dbo:Place,,dbo:Province,dbo:Place,
dbo:computingPlatform,dbo:computingInput,dbo:VideoGame,dbo:VideoGame,dbo:Software,dbo:Software,,,
dbo:writer,dbo:editing,dbo:Film,dbo:Film,dbo:Work,dbo:Film,dbo:Person,dbo:Person,
dbo:parent,dbo:predecessor,dbo:Noble,,dbo:Person,,dbo:Person,,
dbo:team,dbo:formerTeam,dbo:Athlete,dbo:Athlete,,dbo:Athlete,dbo:SportsTeam,dbo:SportsTeam,
dbo:director,dbo:starring,dbo:Film,dbo:Film,dbo:Film,dbo:Work,dbo:Person,dbo:Actor,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:birthPlace,dbo:country,dbo:Athlete,dbo:Skier,dbo:Person,,dbo:Place,dbo:Country,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:mainOrgan,dbo:type,dbo:Organisation,dbo:Company,dbo:Organisation,,,,
dbo:trainer,dbo:coach,dbo:Wrestler,dbo:Wrestler,dbo:Athlete,,dbo:Person,dbo:Person,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:computingPlatform,dbo:gameArtist,dbo:VideoGame,dbo:VideoGame,dbo:Software,dbo:VideoGame,,dbo:Person,
dbo:presenter,dbo:channel,dbo:TelevisionShow,dbo:TelevisionShow,dbo:TelevisionShow,,dbo:Person,dbo:Broadcaster,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:director,dbo:gameArtist,dbo:VideoGame,dbo:VideoGame,dbo:Film,dbo:VideoGame,dbo:Person,dbo:Person,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
foaf:homepage,foaf:page,dbo:Magazine,dbo:PeriodicalLiterature,,,,,
dbo:voice,dbo:channel,dbo:TelevisionShow,dbo:TelevisionShow,,,dbo:Person,dbo:Broadcaster,
dbo:successor,dbo:predecessor,dbo:President,,,,,,
dbo:bandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:successor,dbo:predecessor,dbo:President,,,,,,
dbo:birthPlace,dbo:nationality,dbo:Athlete,dbo:Athlete,dbo:Person,dbo:Person,dbo:Place,dbo:Country,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:birthPlace,dbo:personFunction,dbo:Noble,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:PersonFunction,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:team,dbo:formerTeam,dbo:Athlete,dbo:Athlete,,dbo:Athlete,dbo:SportsTeam,dbo:SportsTeam,
dbo:parent,dbo:successor,dbo:Noble,,dbo:Person,,dbo:Person,,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:trainer,dbo:company,dbo:Wrestler,dbo:Wrestler,dbo:Athlete,,dbo:Person,dbo:Organisation,
dbo:team,dbo:formerTeam,dbo:Athlete,dbo:Athlete,,dbo:Athlete,dbo:SportsTeam,dbo:SportsTeam,
dbo:spouse,dbo:predecessor,dbo:Noble,,dbo:Person,,dbo:Person,,
dbo:writer,dbo:subsequentWork,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Work,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:nationality,dbo:country,dbo:Athlete,dbo:Skier,dbo:Person,,dbo:Country,dbo:Country,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:founder,dbo:chairman,dbo:Organisation,dbo:Company,,,dbo:Person,dbo:Person,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:spouse,dbo:successor,dbo:Noble,,dbo:Person,,dbo:Person,,
dbo:party,dbo:personFunction,dbo:President,dbo:Person,,dbo:Person,dbo:PoliticalParty,dbo:PersonFunction,
dbo:computingPlatform,dbo:programmingLanguage,dbo:Software,dbo:Software,dbo:Software,dbo:Software,,,
dbo:genre,dbo:musicType,dbo:Play,dbo:Opera,,dbo:MusicalWork,dbo:Genre,,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:parent,dbo:predecessor,dbo:Noble,,dbo:Person,,dbo:Person,,
dbo:parentOrganisation,dbo:type,dbo:Organisation,dbo:Company,dbo:Organisation,,dbo:Organisation,,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:genre,dbo:founder,dbo:MusicalArtist,dbo:Band,,,dbo:Genre,dbo:Person,
dbo:bandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:country,dbo:locatedInArea,dbo:BodyOfWater,dbo:Lake,,dbo:Place,dbo:Country,dbo:Place,
dbo:bandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:computingPlatform,dbo:developer,dbo:Software,dbo:Software,dbo:Software,,,dbo:Agent,
foaf:homepage,foaf:page,dbo:Newspaper,dbo:PeriodicalLiterature,,,,,
dbo:genre,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,dbo:Genre,dbo:Person,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:country,dbo:federalState,dbo:Municipality,,,dbo:Settlement,dbo:Country,dbo:PopulatedPlace,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:birthPlace,dbo:country,dbo:Person,dbo:ChessPlayer,dbo:Person,,dbo:Place,dbo:Country,
dbo:locationCity,dbo:locationCountry,dbo:Organisation,dbo:Company,dbo:Organisation,,dbo:City,dbo:Country,
dbo:management,dbo:type,dbo:Organisation,dbo:Company,,,,,
dbo:deathPlace,dbo:successor,dbo:Noble,,dbo:Person,,dbo:Place,,
dbo:country,dbo:birthPlace,dbo:Cyclist,dbo:Person,,dbo:Person,dbo:Country,dbo:Place,
dbo:successor,dbo:predecessor,dbo:President,,,,,,
dbo:residence,dbo:deathPlace,dbo:Person,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:team,dbo:formerTeam,dbo:Athlete,dbo:Athlete,,dbo:Athlete,dbo:SportsTeam,dbo:SportsTeam,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:picture,dbo:state,dbo:AdministrativeRegion,dbo:AdministrativeRegion,,,,dbo:PopulatedPlace,
dbo:county,dbo:locatedInArea,dbo:Municipality,dbo:Settlement,,dbo:Place,dbo:PopulatedPlace,dbo:Place,
dbo:director,dbo:cinematography,dbo:Film,dbo:Film,dbo:Film,dbo:Film,dbo:Person,dbo:Person,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:writer,dbo:instrument,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Artist,dbo:Person,dbo:Instrument,
dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:spouse,dbo:personFunction,dbo:Noble,,dbo:Person,dbo:Person,dbo:Person,dbo:PersonFunction,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:homeStadium,dbo:ground,dbo:SoccerClub,dbo:SoccerClub,,dbo:SoccerClub,dbo:Stadium,dbo:Place,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:team,dbo:formerTeam,dbo:Athlete,dbo:Athlete,,dbo:Athlete,dbo:SportsTeam,dbo:SportsTeam,
dbo:formerTeam,dbo:club,dbo:Athlete,dbo:RugbyPlayer,dbo:Athlete,dbo:Athlete,dbo:SportsTeam,dbo:SportsTeam,
dbo:writer,dbo:instrument,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Artist,dbo:Person,dbo:Instrument,
dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:writer,dbo:instrument,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Artist,dbo:Person,dbo:Instrument,
dbo:locationCountry,dbo:city,dbo:Olympics,dbo:Olympics,,,dbo:Country,dbo:City,
dbo:city,dbo:state,dbo:University,dbo:University,,,dbo:City,dbo:PopulatedPlace,
dbo:residence,dbo:birthPlace,dbo:Artist,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:AmericanFootballPlayer,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:birthPlace,dbo:country,dbo:Athlete,dbo:Canoeist,dbo:Person,,dbo:Place,dbo:Country,
dbo:country,dbo:state,dbo:University,dbo:University,,,dbo:Country,dbo:PopulatedPlace,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:owner,dbo:type,dbo:Organisation,dbo:Company,,,dbo:Agent,,
dbo:language,dbo:country,dbo:Film,dbo:Film,,,dbo:Language,dbo:Country,
dbo:owningCompany,dbo:type,dbo:Organisation,dbo:Company,,,dbo:Company,,
dbo:owningOrganisation,dbo:type,dbo:Organisation,dbo:Company,,,dbo:Organisation,,
dbo:nationality,dbo:birthPlace,dbo:Swimmer,dbo:Athlete,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:owner,dbo:tenant,dbo:Stadium,dbo:Stadium,,dbo:ArchitecturalStructure,dbo:Agent,dbo:Organisation,
dbo:state,dbo:country,dbo:University,dbo:University,,,dbo:PopulatedPlace,dbo:Country,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:Canoeist,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:producer,dbo:developer,dbo:TelevisionShow,dbo:TelevisionShow,dbo:Work,,dbo:Agent,dbo:Agent,
dbo:writer,dbo:artist,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:MusicalWork,dbo:Person,dbo:Agent,
dbo:nationality,dbo:birthPlace,dbo:Astronaut,dbo:Person,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:birthPlace,dbo:country,dbo:Swimmer,dbo:Athlete,dbo:Person,,dbo:Place,dbo:Country,
dbo:writer,dbo:starring,dbo:Film,dbo:Film,dbo:Work,dbo:Work,dbo:Person,dbo:Actor,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:Boxer,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:writer,dbo:instrument,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Artist,dbo:Person,dbo:Instrument,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:deathPlace,dbo:birthPlace,dbo:Athlete,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:county,dbo:locatedInArea,dbo:Municipality,dbo:Settlement,,dbo:Place,dbo:PopulatedPlace,dbo:Place,
dbo:language,dbo:country,dbo:Municipality,dbo:City,,,dbo:Language,dbo:Country,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:Biathlete,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:homeArena,dbo:location,,dbo:SoccerClub,,,dbo:Arena,dbo:Place,
dbo:homeStadium,dbo:location,,dbo:SoccerClub,,,dbo:Stadium,dbo:Place,
dbo:province,dbo:federalState,dbo:Municipality,,dbo:Place,dbo:Settlement,dbo:Province,dbo:PopulatedPlace,
dbo:nationality,dbo:country,dbo:Athlete,dbo:Canoeist,dbo:Person,,dbo:Country,dbo:Country,
dbo:birthPlace,dbo:deathPlace,dbo:Criminal,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:computingPlatform,dbo:genre,dbo:VideoGame,dbo:VideoGame,dbo:Software,,,dbo:Genre,
dbo:nationality,dbo:birthPlace,dbo:President,dbo:Person,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:birthPlace,dbo:country,dbo:Athlete,dbo:Athlete,dbo:Person,,dbo:Place,dbo:Country,
dbo:deathPlace,dbo:birthPlace,dbo:Athlete,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:nationality,dbo:country,dbo:Person,dbo:ChessPlayer,dbo:Person,,dbo:Country,dbo:Country,
dbo:nationality,dbo:birthPlace,dbo:Swimmer,dbo:Person,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:birthPlace,dbo:deathPlace,dbo:Athlete,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:country,dbo:state,dbo:Municipality,dbo:Settlement,,,dbo:Country,dbo:PopulatedPlace,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:citizenship,dbo:birthPlace,dbo:Person,dbo:Person,dbo:Person,dbo:Person,,dbo:Place,
dbo:owner,dbo:manager,dbo:SoccerClub,dbo:SoccerClub,,dbo:SportsTeam,dbo:Agent,dbo:Person,
dbo:deathPlace,dbo:birthPlace,dbo:Person,dbo:ChessPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:bandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:residence,dbo:birthPlace,dbo:Wrestler,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:province,dbo:country,dbo:Municipality,dbo:City,dbo:Place,,dbo:Province,dbo:Country,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:birthPlace,dbo:deathPlace,dbo:Person,dbo:ChessPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:related,dbo:founder,dbo:MusicalArtist,dbo:Band,,,,dbo:Person,
dbo:writer,dbo:musicComposer,dbo:Film,dbo:Film,dbo:Work,dbo:Work,dbo:Person,dbo:MusicalArtist,
dbo:routeEnd,dbo:county,dbo:RouteOfTransportation,dbo:Road,dbo:RouteOfTransportation,,dbo:RouteOfTransportation,dbo:PopulatedPlace,
dbo:division,dbo:capital,dbo:AdministrativeRegion,dbo:AdministrativeRegion,,dbo:PopulatedPlace,,dbo:City,
dbo:birthPlace,dbo:deathPlace,dbo:Athlete,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:map,dbo:state,dbo:Municipality,dbo:Settlement,dbo:Place,,,dbo:PopulatedPlace,
dbo:writer,dbo:producer,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Work,dbo:Person,dbo:Agent,
dbo:province,dbo:state,dbo:Municipality,dbo:Settlement,dbo:Place,,dbo:Province,dbo:PopulatedPlace,
dbo:spouse,dbo:personFunction,dbo:Noble,,dbo:Person,dbo:Person,dbo:Person,dbo:PersonFunction,
dbo:parent,dbo:predecessor,dbo:Noble,dbo:Person,dbo:Person,,dbo:Person,,
dbo:successor,dbo:predecessor,dbo:President,,,,,,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:Athlete,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:birthPlace,dbo:deathPlace,dbo:Cyclist,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:formerBandMember,dbo:bandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:country,dbo:type,dbo:University,dbo:University,,,dbo:Country,,
dbo:successor,dbo:predecessor,dbo:President,dbo:Person,,,,,
dbo:campus,dbo:locationCity,dbo:University,dbo:University,dbo:University,dbo:Organisation,,dbo:City,
dbo:related,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:deathPlace,dbo:birthPlace,dbo:Criminal,dbo:Person,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:bandMember,dbo:formerBandMember,dbo:MusicalArtist,dbo:Band,dbo:Band,dbo:Band,dbo:Person,dbo:Person,
dbo:country,dbo:locatedInArea,dbo:Stadium,dbo:ProtectedArea,,dbo:Place,dbo:Country,dbo:Place,
dbo:writer,dbo:instrument,dbo:MusicalWork,dbo:Album,dbo:Work,dbo:Artist,dbo:Person,dbo:Instrument,
dbo:routeStart,dbo:county,dbo:RouteOfTransportation,dbo:Road,dbo:RouteOfTransportation,,dbo:RouteOfTransportation,dbo:PopulatedPlace,
dbo:writer,dbo:associatedMusicalArtist,dbo:MusicalWork,dbo:Album,dbo:Work,,dbo:Person,dbo:MusicalArtist,
dbo:routeEndLocation,dbo:county,dbo:RouteOfTransportation,dbo:Road,dbo:RouteOfTransportation,,dbo:Place,dbo:PopulatedPlace,
dbo:party,dbo:personFunction,dbo:President,,,dbo:Person,dbo:PoliticalParty,dbo:PersonFunction,
dbo:birthPlace,dbo:deathPlace,dbo:Wrestler,dbo:Wrestler,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:majorShrine,dbo:deathPlace,dbo:Saint,dbo:Person,dbo:Saint,dbo:Person,,dbo:Place,
dbo:largestCity,dbo:capital,dbo:Country,dbo:Country,dbo:PopulatedPlace,dbo:PopulatedPlace,dbo:PopulatedPlace,dbo:City,
dbo:related,dbo:bandMember,dbo:MusicalArtist,dbo:Band,,dbo:Band,,dbo:Person,
dbo:languageRegulator,dbo:officialLanguage,dbo:Language,dbo:Language,,dbo:PopulatedPlace,dbo:Language,dbo:Language,
dbo:formerBandMember,dbo:founder,dbo:MusicalArtist,dbo:Band,dbo:Band,,dbo:Person,dbo:Person,
dbo:country,dbo:locationCountry,dbo:SoccerTournament,dbo:SoccerTournament,,,dbo:Country,dbo:Country,
dbo:parent,dbo:predecessor,dbo:Noble,dbo:Person,dbo:Person,,dbo:Person,,
dbo:team,dbo:owner,dbo:Stadium,dbo:Stadium,,,dbo:SportsTeam,dbo:Agent,
dbo:nationality,dbo:birthPlace,dbo:Athlete,dbo:Athlete,dbo:Person,dbo:Person,dbo:Country,dbo:Place,
dbo:director,dbo:editing,dbo:Film,dbo:Film,dbo:Film,dbo:Film,dbo:Person,dbo:Person,
dbo:majorShrine,dbo:birthPlace,dbo:Saint,dbo:Person,dbo:Saint,dbo:Person,,dbo:Place,
dbo:successor,dbo:predecessor,dbo:President,,,,,,
