http://dbpedia.org/ontology/AcademicConference,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/BloodVessel,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Canton,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Cat,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Creek,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Dike,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Fiefdom,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/GovernmentCabinet,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/HistoricalAreaOfAuthority,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Soccer,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/TeamSport,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/TrainCarriage,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Tram,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/TramStation,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/Treaty,false,false,false,false,false,false,false,false,false,false,false,true,14,14,1,false
http://dbpedia.org/ontology/AcademicJournal,false,false,false,false,false,true,true,true,true,true,true,true,8,14,7,false
http://dbpedia.org/ontology/Activity,false,false,false,true,true,true,true,true,true,true,true,true,6,14,9,false
http://dbpedia.org/ontology/AdministrativeRegion,false,false,false,true,true,true,true,true,true,true,true,true,6,14,9,false
http://dbpedia.org/ontology/Agent,false,false,false,false,false,false,true,true,true,true,true,true,9,14,6,false
http://dbpedia.org/ontology/Ambassador,false,false,false,true,true,true,true,true,true,true,true,true,6,14,9,false
http://dbpedia.org/ontology/AmericanFootballLeague,false,false,false,true,true,true,true,true,true,true,true,true,6,14,9,false
http://dbpedia.org/ontology/AmericanFootballPlayer,false,false,false,true,true,true,true,true,true,true,true,true,6,14,9,false
